File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -c"
PDR Parameters: -n -c
Parameter Set: 4 of 32
Started at: Sat 14 Jun 2025 08:18:11 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -n -c".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 197                                                               1   198      0.04 sec
  2 : 0 202 435                                                           5   450      0.30 sec
  3 : 0 24 35 491                                                         4   522      0.39 sec
  4 : 0 15 30 87 450                                                      5   527      0.42 sec
  5 : 0 15 3 29 148 557                                                   5   667      0.57 sec
  6 : 0 12 1 27 7 170 626                                                 6   705      5.17 sec
  7 : 0 15 1 27 7 158 208 899                                             8   941      6.48 sec
  8 : 0 14 1 27 7 158 68 76 1083                                          3   944      6.85 sec
  9 : 0 14 3 29 9 160 67 22 503 769                                       9  1028      7.43 sec
 10 : 0 13 1 27 7 158 67 24 305 546 1088                                 13  1086      9.23 sec
 11 : 0 12 1 27 7 158 69 26 311 574 601 901                              16  1105     11.29 sec
 12 : 0 12 1 27 7 158 69 24 307 441 351 189 1112                         12  1105     12.23 sec
 13 : 0 12 1 27 7 158 69 24 309 463 392 203 540 1140                     29  1209     14.14 sec
 14 : 0 10 1 27 7 158 69 24 307 453 312 115 199 214 1303                  6  1223     15.54 sec
 15 : 0 12 5 33 12 161 73 39 326 467 329 127 217 169 491 1196            25  1246     16.90 sec
 16 : 0 10 3 29 9 160 71 35 316 461 321 124 211 169 193 254 1295         15  1252     18.54 sec
 17 : ... 10 3 29 9 160 71 35 316 461 321 123 211 167 97 112 203 1265     9  1257     19.70 sec
 18 : ... 3 29 9 160 71 35 316 513 333 167 256 206 111 43 32 339 1249    72  1270     21.25 sec
 19 : ... 12 162 74 38 317 511 331 152 268 194 124 46 33 251 578 1283    25  1281     23.17 sec
