File: abc_unknown_cases/bobpcihm.aig
Command: ~/coding_env/abc/abc -c "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -c -t"
PDR Parameters: -y -i -n -c -t
Parameter Set: 26 of 32
Started at: Sat 14 Jun 2025 08:57:31 PM CST
----------------------------------------
ABC command line: "&r abc_unknown_cases/bobpcihm.aig; &put; fold; pdr -v -y -i -n -c -t".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 194                                                               2   194 110      0.16 sec
  2 : 0 212 403                                                           5   414 107      1.05 sec
  3 : 0 216 133 415                                                       5   494  44      1.47 sec
  4 : 0 13 6 78 444                                                       5   499   5      1.51 sec
  5 : 0 13 6 78 81 573                                                    6   640  71      2.24 sec
  6 : 0 9 1 38 7 167 609                                                  8   680  12      2.60 sec
  7 : 0 13 3 38 7 170 297 861                                            10   937 134      4.80 sec
  8 : 0 10 1 38 7 156 68 278 918                                         10   943   5      5.64 sec
  9 : 0 10 1 38 7 156 68 33 475 775                                      10  1019  38      6.62 sec
 10 : 0 10 1 38 7 156 68 31 330 367 1101                                 14  1032  18      8.96 sec
 11 : 0 10 1 38 7 156 70 35 369 354 644 788                              18  1080  29     12.55 sec
 12 : 0 10 1 38 7 158 70 33 299 291 224 176 1145                         18  1080   1     14.09 sec
 13 : 0 13 1 38 7 158 70 33 302 299 318 178 385 1237                     20  1191  57     16.97 sec
 14 : 0 13 1 38 7 158 70 33 302 324 261 114 243 264 1324                 26  1204   6     18.62 sec
 15 : 0 16 7 46 15 165 81 49 312 313 201 114 165 167 467 1375            24  1227   6     20.54 sec
 16 : 0 11 3 43 9 161 72 40 304 307 200 113 158 162 249 439 1295         18  1233   4     21.66 sec
 17 : ... 4 45 10 161 72 40 304 319 210 123 174 210 249 315 346 1320     33  1249   9     23.97 sec
 18 : ... 43 9 161 72 40 303 309 200 119 182 103 152 120 97 393 1166      4  1249   0     24.82 sec
 19 : ... 9 161 72 40 303 324 215 137 196 127 172 127 96 279 509 1213    35  1265   7     26.81 sec
 20 : ... 72 40 303 324 215 137 201 142 180 137 116 290 192 412 1258     33  1267   4     29.74 sec
 21 : ... 40 303 346 226 149 213 154 186 139 104 37 101 75 433 1289      31  1308  16     31.14 sec
 22 : ... 303 351 224 154 234 198 227 161 130 59 110 84 254 489 1382     61  1321   5     34.41 sec
 23 : ... 364 230 159 253 242 249 191 168 83 122 84 254 148 571 1309     49  1329   6     36.76 sec
 24 : ... 236 164 268 265 254 202 177 96 133 93 260 167 259 626 1495     61  1337   5     39.29 sec
 25 : ... 164 268 265 254 202 177 96 133 93 260 89 102 282 463 1460       6  1337   0     41.47 sec
 26 : ... 290 323 295 229 203 140 144 93 260 90 93 68 102 449 1520       63  1343   3     45.17 sec
 27 : ... 349 289 305 261 274 191 130 131 185 158 140 396 720 1719       64  1360   8     54.22 sec
 28 : ... 334 258 258 203 225 133 77 91 114 107 99 117 233 638 1610      48  1364   1     56.60 sec
 29 : ... 261 262 208 227 133 79 92 121 126 110 123 137 243 316 1922     62  1367   1     59.64 sec
 30 : ... 270 213 227 134 79 92 121 131 113 102 108 198 151 337 1819     60  1368   1     61.86 sec
 31 : ... 213 227 134 79 92 121 131 113 102 108 196 124 285 343 1789      6  1368   0     64.11 sec
 32 : ... 227 134 79 92 121 131 113 102 108 196 117 116 164 275 1862      7  1368   0     66.10 sec
 33 : ... 134 79 92 121 131 113 102 108 196 117 111 123 109 95 1906       6  1368   0     67.06 sec
 34 : ... 79 92 121 131 113 110 117 202 126 118 138 139 159 424 1709     58  1378   1     69.88 sec
 35 : ... 92 121 133 121 111 118 209 130 141 98 105 114 269 310 1928     32  1378   0     72.78 sec
 36 : ... 79 89 112 108 92 98 98 176 90 89 81 72 76 54 65 195 2071        8  1378   0     75.27 sec
 37 : ... 79 89 112 108 92 98 98 176 90 89 81 72 76 71 80 91 96 2157     17  1378   0     76.79 sec
 38 : ... 112 108 92 98 98 176 90 89 81 78 68 68 76 90 113 272 2042      28  1378   0     78.07 sec
 39 : ... 112 108 92 98 98 176 90 89 82 68 72 49 53 60 67 82 146 2098    11  1378   0     78.80 sec
 40 : ... 182 109 109 106 118 143 130 142 118 117 112 142 415 1940       64  1378   0     84.06 sec
 41 : ... 102 180 99 107 101 92 105 84 84 68 79 94 119 298 354 2034      57  1380   1     86.97 sec
 42 : ... 102 180 99 107 101 92 105 84 78 55 50 40 48 45 34 38 2418       0  1380   0     88.54 sec
 43 : ... 180 99 107 101 92 105 84 78 55 50 40 48 45 34 39 318 2137       4  1380   0     89.59 sec
 44 : ... 99 107 101 92 105 84 78 55 53 45 54 50 42 46 223 330 2167      16  1380   0     91.67 sec
 45 : ... 99 107 101 92 105 84 78 55 49 41 49 46 32 21 11 19 162 2362     5  1380   0     92.92 sec
 46 : ... 107 101 92 106 85 79 55 50 43 52 48 44 36 29 21 63 271 2207    35  1380   0     94.75 sec
 47 : ... 101 92 102 84 82 60 51 56 52 52 43 35 25 27 35 208 326 2281    34  1380   0     96.68 sec
 48 : ... 92 102 83 80 56 46 47 43 46 39 27 16 18 12 11 27 96 2428        4  1380   0     97.89 sec
