File: ./hwmcc19/single/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p157.aig
Command: ~/coding_env/abc/abc -c "&r ./hwmcc19/single/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p157.aig; &put; fold; pdr -v"
Started at: Fri 11 Apr 2025 07:26:46 AM CST
----------------------------------------
ABC command line: "&r ./hwmcc19/single/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p157.aig; &put; fold; pdr -v".

Warning: The last 22 outputs are interpreted as constraints.
Converted 5 1-valued FFs and 258 DC-valued FFs.
Warning: The number of inputs does not match the number of input names.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 14                                                                1    14      0.00 sec
  2 : 0 4 18                                                              3    21      0.01 sec
  3 : 0 2 1 17                                                            0    21      0.01 sec
  4 : 0 2 1 1 16                                                          0    21      0.01 sec
  5 : 0 2 3 2 5 23                                                        6    30      0.01 sec
  6 : 0 2 2 1 1 3 20                                                      0    30      0.01 sec
  7 : 0 2 2 1 1 3 5 27                                                    5    37      0.02 sec
  8 : 0 2 6 8 4 10 30 25 76                                              23    65      0.09 sec
  9 : 0 2 6 4 2 10 17 19 12 66                                            0    65      0.09 sec
 10 : 0 2 6 4 2 10 17 18 12 3 63                                          0    65      0.10 sec
 11 : 0 2 6 4 2 10 17 18 12 3 1 62                                        0    65      0.10 sec
 12 : 0 6 30 81 183 251 377 318 201 137 109 87 622                       57   117      2.08 sec
 13 : 0 4 24 43 83 93 75 84 32 20 18 19 38 261                            0   117      2.14 sec
 14 : 0 4 24 43 72 99 73 84 32 19 18 19 37 44 223                         4   117      2.17 sec
 15 : 0 4 24 43 34 85 80 90 35 21 18 19 37 42 30 192                      0   117      2.21 sec
 16 : 0 4 24 43 34 85 80 90 35 21 18 19 37 42 30 36 156                   0   117      2.24 sec
 17 : 0 4 24 41 29 88 82 90 35 21 18 19 37 42 30 36 32 124                0   117      2.28 sec
 18 : 0 4 24 41 29 88 84 93 36 23 20 22 50 57 47 57 50 25 150            23   117      2.40 sec
 19 : 0 4 24 41 29 88 73 72 60 25 19 22 35 50 36 42 40 27 21 153          9   117      2.45 sec
 20 : ... 4 24 41 29 88 73 72 60 25 19 22 35 50 36 42 39 17 14 11 142     0   117      2.49 sec
 21 : ... 24 41 29 88 73 72 60 25 19 22 35 50 36 42 39 17 14 10 2 140     0   117      2.53 sec
 22 : ... 41 29 88 73 72 60 25 19 22 35 50 36 42 39 20 22 15 9 5 147     10   117      2.59 sec
 23 : ... 152 160 237 503 759 606 587 573 608 707 629 368 278 340 625   438   120      9.14 sec
 24 : ... 94 91 94 191 154 87 109 155 186 157 127 57 83 128 199 673       0   120      9.68 sec
 25 : ... 91 93 185 153 77 103 156 194 159 127 57 83 127 198 194 480      0   120      9.87 sec
 26 : ... 96 186 160 84 107 157 193 169 132 63 90 146 215 200 134 409    30   120     10.16 sec
 27 : ... 187 151 80 96 142 191 182 125 53 79 138 203 191 124 48 356      0   120     10.34 sec
 28 : ... 151 80 96 142 191 184 126 54 80 141 224 217 144 64 31 374      28   120     10.61 sec
 29 : ... 160 195 250 245 186 111 136 220 303 298 244 219 155 114 598    94   125     12.38 sec
 30 : ... 505 600 695 623 651 595 657 630 637 557 500 677 766 1113      373   129     22.09 sec
 31 : ... 140 153 203 235 234 227 277 255 238 152 119 179 515 589 855     0   129     23.20 sec
 32 : ... 150 196 235 237 224 276 246 237 153 117 178 513 588 265 596     4   129     23.61 sec
 33 : ... 195 234 237 224 275 244 229 160 118 179 515 588 263 96 496      0   129     24.01 sec
 34 : ... 234 237 224 275 244 229 160 118 179 516 588 263 96 28 468       0   129     24.39 sec
 35 : ... 250 225 275 244 229 160 118 179 516 588 266 106 38 24 468       8   129     24.80 sec
 36 : ... 250 225 275 244 229 160 118 179 516 588 264 93 37 21 18 456     0   129     25.18 sec
 37 : ... 278 252 241 177 140 194 534 611 309 160 120 109 103 68 541     73   140     26.22 sec
 38 : ... 271 222 214 149 109 139 375 601 323 107 62 39 79 49 60 522      0   140     26.75 sec
 39 : ... 222 214 149 109 139 371 600 319 105 61 40 79 48 58 30 492       0   140     27.15 sec
 40 : ... 214 149 109 139 371 600 318 102 60 42 79 49 59 30 10 482        0   140     27.54 sec
 41 : ... 868 1194 1107 1161 1337 1190 1179 1108 855 713 598 537 1260   967   155     53.31 sec
 42 : ... 1129 1028 1230 1038 1005 1004 1186 1014 898 707 894 1578      339   155     73.75 sec
 43 : ... 764 761 892 997 1269 1692 2481 2571 2548 2309 1728 737 2103  1376   155    108.08 sec
 44 : ... 550 626 576 666 798 1126 1186 1153 1161 1271 892 953 1485       0   155    112.59 sec
 45 : ... 616 573 662 780 1103 1154 1139 1144 1261 893 942 811 673        0   155    114.96 sec
 46 : ... 572 662 779 1103 1153 1139 1144 1261 893 942 811 183 489        0   155    117.21 sec
 47 : ... 662 779 1103 1153 1139 1144 1261 893 942 811 183 157 332        0   155    119.42 sec
 48 : ... 662 779 1103 1153 1139 1144 1261 893 942 811 183 157 66 266     0   155    121.68 sec
 49 : ... 779 1103 1153 1139 1144 1261 893 942 811 183 157 66 11 262      4   155    123.90 sec
 50 : ... 779 1103 1153 1139 1144 1261 893 942 811 183 157 66 9 5 257     0   155    126.13 sec
 51 : ... 1103 1153 1139 1144 1261 893 942 811 183 157 69 15 9 4 265     12   155    128.38 sec
 52 : ... 1153 1139 1144 1261 893 942 789 181 160 70 16 7 1 1 278         0   155    130.59 sec
 53 : ... 1139 1144 1261 893 942 789 181 160 74 33 30 26 18 13 334       12   155    132.96 sec
 54 : ... 1140 1144 1261 893 925 726 167 103 54 23 18 15 7 2 5 505       15   155    135.27 sec
 55 : ... 1140 1144 1261 893 925 725 168 103 51 19 11 7 8 1 3 2 497       0   155    137.47 sec
 56 : ... 1140 1144 1261 893 925 725 168 103 51 19 11 7 8 1 3 2 1 495     0   155    139.72 sec
 57 : ... 1144 1261 893 925 725 168 103 51 19 11 7 8 1 3 2 1 1 494        0   155    142.11 sec
 58 : ... 1144 1261 893 925 725 168 103 55 21 11 7 8 1 4 3 2 2 2 528     16   155    144.40 sec
 59 : ... 304 291 290 252 238 247 234 204 226 236 204 152 134 97 1351   181   161    151.41 sec
 60 : ... 493 315 118 78 59 70 76 164 221 93 111 88 67 61 39 41 1008      0   161    154.61 sec
 61 : ... 314 118 75 57 70 71 155 220 91 101 85 67 60 38 40 43 960        0   161    156.94 sec
 62 : ... 315 120 77 59 71 70 155 222 95 102 86 69 69 43 45 52 31 952    24   161    159.27 sec
 63 : ... 72 61 74 70 121 218 130 122 108 97 76 53 58 66 49 52 988       77   161    161.94 sec
 64 : ... 72 61 43 48 37 43 96 79 76 98 73 132 204 96 67 59 41 1033      30   161    164.57 sec
 65 : ... 4634 5039 5448 5874 6301 8270 9401 7720 6447 6066 5410 8705  2978   169   1249.52 sec
 66 : ... 1129 1099 1286 986 1284 1436 1174 1305 1236 1199 2199 10601     0   169   1388.65 sec
 67 : ... 1079 1255 963 1239 1390 1147 1275 1220 1179 2137 3976 6634      3   169   1404.18 sec
 68 : ... 1254 963 1234 1388 1147 1273 1220 1179 2135 3979 2825 3795      0   169   1416.66 sec
 69 : ... 963 1234 1387 1147 1273 1219 1179 2135 3979 2828 1021 2795      5   169   1428.88 sec
 70 : ... 1234 1387 1147 1273 1219 1179 2135 3924 2620 940 329 2772       0   169   1441.13 sec
 71 : ... 3595 3419 3600 3650 3474 4452 6409 5222 3140 1679 880 4126   2055   169   1941.71 sec
 72 : ... 1256 1420 1500 1396 1503 1778 2217 2144 1509 795 445 5924       0   169   2015.16 sec
 73 : ... 1413 1480 1375 1488 1748 2173 2097 1550 787 436 222 5731        0   169   2032.48 sec
 74 : ... 1477 1372 1487 1746 2168 2099 1551 793 437 224 212 5509         0   169   2048.01 sec
 75 : ... 1477 1371 1486 1746 2168 2099 1551 793 437 225 212 276 5233     4   169   2063.52 sec
 76 : ... 1371 1486 1746 2168 2099 1551 793 437 224 212 274 133 5097      0   169   2078.94 sec
 77 : ... 1486 1746 2168 2099 1551 793 437 225 212 274 133 66 5030        0   169   2094.44 sec
 78 : ... 1486 1746 2168 2099 1551 793 437 224 212 274 133 66 52 4971     0   169   2109.69 sec
 79 : ... 1791 2229 2175 1635 883 532 319 294 360 210 120 95 94 5131    123   169   2132.38 sec
 80 : ... 2128 2082 1516 797 443 331 301 338 170 98 89 98 79 5051         0   169   2149.67 sec
 81 : ... 2887 2957 3253 3495 3558 3471 3302 3245 2923 2280 10619       830   171   2717.31 sec
 82 : ... 658 518 490 557 499 627 559 461 422 348 259 252 355 8017        0   171   2785.84 sec
 83 : ... 505 491 548 487 617 552 454 417 345 260 251 340 220 7781        4   171   2800.49 sec
 84 : ... 505 491 548 487 616 552 453 417 345 259 250 340 218 57 7707     0   171   2813.13 sec
 85 : ... 491 548 487 616 552 453 417 345 259 250 340 218 57 30 7664      0   171   2825.80 sec
 86 : ... 548 487 616 552 453 417 345 259 250 340 218 57 30 31 7633       0   171   2838.77 sec
 87 : ... 487 616 552 453 417 345 259 250 343 223 67 44 43 22 7641       11   171   2851.65 sec
 88 : ... 623 561 459 422 359 266 253 326 263 101 67 39 24 25 7707       55   171   2865.35 sec
 89 : ... 598 541 424 385 325 239 216 244 170 62 49 28 12 18 10 7399      0   171   2878.33 sec
 90 : ... 541 424 386 319 244 216 244 169 61 49 28 12 20 11 15 7391      19   171   2890.84 sec
 91 : ... 541 424 377 312 246 218 234 170 61 49 28 12 16 12 14 8 7366     0   171   2903.20 sec
 92 : ... 424 377 312 247 219 234 174 62 50 28 12 17 13 15 9 9 7365      33   171   2915.73 sec
 93 : ... 395 330 260 258 260 181 83 82 73 39 35 37 58 45 49 32 7594     60   171   2932.16 sec
 94 : ... 345 265 246 265 174 82 64 58 37 31 23 30 43 46 34 40 7756     102   171   2948.21 sec
 95 : ... 305 318 217 126 126 120 85 69 59 66 106 150 133 134 86 8817    82   171   2979.18 sec
----------------------------------------
STATUS: TIMEOUT (exceeded 3600 seconds)
Finished at: Fri 11 Apr 2025 08:26:46 AM CST
========================================
