File: ./hwmcc-appr/pdtpmsretherrtf.aig
Command: ~/coding_env/abc/abc -c "&r ./hwmcc-appr/pdtpmsretherrtf.aig; &put; fold; pdr -v"
Started at: Fri 11 Apr 2025 01:27:21 AM CST
----------------------------------------
ABC command line: "&r ./hwmcc-appr/pdtpmsretherrtf.aig; &put; fold; pdr -v".

Warning: The network has no constraints.
VarMax = 300. FrameMax = 10000. QueMax = 0. TimeMax = 0. MonoCNF = no. SkipGen = no. SolveAll = no.
Frame Clauses                                                     Max Queue Flops Cex      Time
  1 : 0 28                                                                1    28      0.00 sec
  2 : 0 34 72                                                             5    48      0.01 sec
  3 : 0 20 15 76                                                         10    60      0.01 sec
  4 : 0 16 5 3 78                                                         0    60      0.02 sec
  5 : 0 17 7 7 11 97                                                     10    64      0.02 sec
  6 : 0 15 2 2 4 8 81                                                     0    64      0.02 sec
  7 : 0 15 2 2 4 8 6 75                                                   0    64      0.02 sec
  8 : 0 15 3 4 9 14 29 37 109                                            23    68      0.05 sec
  9 : 0 14 2 2 5 3 20 22 22 92                                            0    68      0.06 sec
 10 : 0 14 2 5 7 6 31 45 64 74 145                                       52    75      0.11 sec
 11 : 0 13 2 4 2 2 6 6 6 12 36 145                                       11    81      0.13 sec
 12 : 0 2 2 4 2 2 6 6 6 11 20 36 89                                       1    81      0.13 sec
 13 : 0 2 2 4 2 2 6 5 6 11 20 44 63 76                                   11    82      0.16 sec
 14 : 0 2 2 4 2 2 6 5 4 8 16 54 73 120 132                               21    82      0.22 sec
 15 : 0 2 2 4 2 2 6 5 4 8 12 11 16 23 56 142                              2    82      0.23 sec
 16 : 0 2 2 4 2 2 6 5 4 8 12 11 19 25 60 124 134                         13    82      0.28 sec
 17 : 0 2 2 4 2 2 6 5 4 8 12 14 19 25 69 123 162 117                     23    82      0.35 sec
 18 : 0 2 2 4 2 2 6 5 4 8 11 4 5 11 26 66 115 211 255                    20    82      0.48 sec
 19 : 0 2 2 4 2 2 6 5 4 8 10 4 5 7 24 43 79 133 218 239                  14    82      0.57 sec
 20 : 0 2 2 4 2 2 6 5 4 8 10 4 5 7 24 38 59 92 159 196 132                5    82      0.62 sec
 21 : 0 2 2 4 2 2 6 5 4 8 10 4 5 7 24 46 70 127 233 302 346 322          61    82      0.98 sec
 22 : 0 2 2 4 2 2 6 5 4 8 10 4 5 7 16 17 17 35 76 92 160 324 266          9    82      1.11 sec
 23 : ... 2 4 2 2 6 5 4 8 10 4 5 7 16 17 15 34 72 70 115 254 260 170      8    82      1.20 sec
 24 : ... 2 6 5 4 8 10 6 7 11 20 24 20 40 91 111 179 348 450 654 571     61    82      2.02 sec
 25 : ... 2 2 6 5 4 8 8 5 5 8 13 10 9 12 27 24 41 116 153 270 526 382    18    82      2.27 sec
 26 : ... 6 5 4 8 8 5 5 8 13 10 9 12 26 25 41 110 126 206 489 682 488    22    82      2.74 sec
 27 : ... 6 5 4 8 8 5 5 8 13 9 9 12 26 24 26 67 68 67 121 299 591 368    14    82      2.95 sec
 28 : ... 4 8 8 5 5 8 13 9 9 12 26 24 26 67 68 67 112 232 500 549 344    21    82      3.31 sec
 29 : ... 8 5 5 8 13 9 9 12 26 24 26 65 66 63 66 112 231 443 670 615     21    82      3.81 sec
 30 : ... 5 5 8 13 9 9 12 26 24 26 65 66 63 66 95 182 303 555 658 351    24    82      4.13 sec
