File: ./hwmcc24/2024/sosylab/combinations/pc_sfifo_1.cil-2+token_ring.05.cil-2.aig
Command: ~/coding_env/rIC3-adaptive/target/release/rIC3 -e ic3 --ic3-adaptive-ordering ./hwmcc24/2024/sosylab/combinations/pc_sfifo_1.cil-2+token_ring.05.cil-2.aig
Started at: Fri 18 Apr 2025 11:12:11 AM CST
----------------------------------------
the model to be checked: /data/guangyuh/coding_env/MC-aig-only-benchmark/hwmcc24/2024/sosylab/combinations/pc_sfifo_1.cil-2+token_ring.05.cil-2.aig
==========================================
ADAPTIVE ORDERING IS ENABLED FOR THIS RUN
==========================================
abc preprocess timeout

=== Latch Flip Rates (Total cycles: 1000, Seeds: 5) ===
Latch    Flip Rate (%)
-------- ------------
8869 0.00        
8870 100.00      
8871 50.00       
8872 50.00       
8873 49.00       
8874 51.00       
8875 50.00       
8876 49.00       
8877 50.00       
8878 49.00       
8879 49.00       
8880 50.00       
8881 49.00       
8882 51.00       
8883 50.00       
8884 49.00       
8885 51.00       
8886 49.00       
8887 50.00       
8888 50.00       
8889 50.00       
8890 48.00       
8891 50.00       
8892 49.00       
8893 50.00       
8894 49.00       
8895 49.00       
8896 49.00       
8897 50.00       
8898 48.00       
8899 50.00       
8900 50.00       
8901 48.00       
8902 48.00       
8903 50.00       
8904 51.00       
8905 50.00       
8906 49.00       
8907 50.00       
8908 49.00       
8909 50.00       
8910 49.00       
8911 49.00       
8912 48.00       
8913 49.00       
8914 49.00       
8915 50.00       
8916 48.00       
8917 50.00       
8918 49.00       
8919 49.00       
8920 49.00       
8921 50.00       
8922 50.00       
8923 49.00       
8924 51.00       
8925 50.00       
8926 49.00       
8927 51.00       
8928 48.00       
8929 49.00       
8930 49.00       
8931 49.00       
8932 50.00       
8933 51.00       
8934 49.00       
8935 50.00       
8936 49.00       
8937 51.00       
8938 50.00       
8939 49.00       
8940 51.00       
8941 50.00       
8942 49.00       
8943 51.00       
8944 50.00       
8945 49.00       
8946 49.00       
8947 49.00       
8948 50.00       
8949 51.00       
8950 50.00       
8951 48.00       
8952 49.00       
8953 50.00       
8954 48.00       
8955 50.00       
8956 50.00       
8957 48.00       
8958 51.00       
8959 50.00       
8960 50.00       
8961 48.00       
8962 48.00       
8963 50.00       
8964 50.00       
8965 51.00       
8966 50.00       
8967 50.00       
8968 49.00       
8969 50.00       
8970 50.00       
8971 50.00       
8972 49.00       
8973 49.00       
8974 50.00       
8975 49.00       
8976 48.00       
8977 49.00       
8978 49.00       
8979 51.00       
8980 49.00       
8981 50.00       
8982 50.00       
8983 51.00       
8984 49.00       
8985 50.00       
8986 50.00       
8987 50.00       
8988 50.00       
8989 48.00       
8990 49.00       
8991 49.00       
8992 50.00       
8993 50.00       
8994 50.00       
8995 50.00       
8996 49.00       
8997 50.00       
